# Fission Barrier Parameters in JENDL-4.0
# taken from Table 4 in Actinoid files, by O. Iwamoto
#
#     Z  At  Acn    V1      hw1     V2      hw2
#                  [MeV]   [MeV]   [MeV]   [MeV]
#
  Es  99 255 256   6.200   0.650   5.800   0.450
  Es  99 255 255   6.120   0.800   4.800   0.520
  Es  99 255 254   6.200   0.650   5.800   0.450
  Es  99 255 253   6.200   0.800   5.400   0.520
  Es  99 255 252   6.200   0.650   5.800   0.450
  Fm 100 255 256   6.000   1.040   5.000   0.600
  Fm 100 255 255   6.500   1.000   5.500   0.800
  Fm 100 255 254   6.500   1.040   5.500   0.600
  Fm 100 255 253   6.500   1.000   5.500   0.800
  Fm 100 255 252   6.500   1.040   5.500   0.600
